"transcript_id","gene_symbol"
"NM_001351370>YEATS2","YEATS2"
"NM_001351371>YEATS2","YEATS2"
"NM_001351372>NBPF26","NBPF26"
"NM_001351373>EMC4","EMC4"
"NM_001351378>EDC3","EDC3"
"NM_001351379>EDC3","EDC3"
"NM_001351397>LPAR1","LPAR1"
"NM_001351400>LPAR1","LPAR1"
"NM_001351403>LPAR1","LPAR1"
"NM_001351410>LPAR1","LPAR1"
"NM_001351419>LPAR1","LPAR1"
"NM_001351425>INPP4A","INPP4A"
"NM_001351426>INPP4A","INPP4A"
"NM_001351427>INPP4A","INPP4A"
"NM_001351428>INPP4A","INPP4A"
"NM_001351429>INPP4A","INPP4A"
"NM_001351444>ZNF292","ZNF292"
"NM_001351479>C3orf86","C3orf86"
"NM_001351480>C3orf86","C3orf86"
"NM_001351483>SLC8A1","SLC8A1"
"NM_001351484>SLC8A1","SLC8A1"
"NM_001351485>SLC8A1","SLC8A1"
"NM_001351486>SLC8A1","SLC8A1"
"NM_001351487>SLC8A1","SLC8A1"
"NM_001351488>SLC8A1","SLC8A1"
"NM_001351489>SLC8A1","SLC8A1"
"NM_001351490>SLC8A1","SLC8A1"
"NM_001351491>SLC8A1","SLC8A1"
"NM_001351492>SLC8A1","SLC8A1"
"NM_001351493>SLC8A1","SLC8A1"
"NM_001351494>SLC8A1","SLC8A1"
"NM_001351496>FKTN","FKTN"
"NM_001351497>FKTN","FKTN"
"NM_001351498>FKTN","FKTN"
"NM_001351501>FKTN","FKTN"
"NM_001351504>NCBP1","NCBP1"
"NM_001351505>NCBP1","NCBP1"
"NM_001351506>NCBP1","NCBP1"
"NM_001351507>NCBP1","NCBP1"
"NM_001351508>TIA1","TIA1"
"NM_001351509>TIA1","TIA1"
"NM_001351510>TIA1","TIA1"
"NM_001351511>TIA1","TIA1"
"NM_001351512>TIA1","TIA1"
"NM_001351513>TIA1","TIA1"
"NM_001351514>TIA1","TIA1"
"NM_001351515>TIA1","TIA1"
"NM_001351516>TIA1","TIA1"
"NM_001351517>TIA1","TIA1"
"NM_001351524>TIA1","TIA1"
"NM_001351525>TIA1","TIA1"
"NM_001351526>RGS3","RGS3"
"NM_001351527>SETX","SETX"
"NM_001351528>SETX","SETX"
"NM_001351541>TLE4","TLE4"
"NM_001351542>TLE4","TLE4"
"NM_001351543>TLE4","TLE4"
"NM_001351546>TLE4","TLE4"
"NM_001351547>TLE4","TLE4"
"NM_001351550>TLE4","TLE4"
"NM_001351552>TLE4","TLE4"
"NM_001351556>TLE4","TLE4"
"NM_001351558>TLE4","TLE4"
"NM_001351560>TLE4","TLE4"
"NM_001351562>TLE4","TLE4"
"NM_001351563>TLE4","TLE4"
"NM_001351569>CDC14B","CDC14B"
"NM_001351570>CDC14B","CDC14B"
"NM_001351579>ODF2","ODF2"
"NM_001351581>ODF2","ODF2"
"NM_001351583>ODF2","ODF2"
"NM_001351584>ODF2","ODF2"
"NM_001351585>ODF2","ODF2"
"NM_001351586>ODF2","ODF2"
"NM_001351587>ODF2","ODF2"
"NM_001351588>ODF2","ODF2"
"NM_001351590>CFLAR","CFLAR"
"NM_001351591>CFLAR","CFLAR"
"NM_001351592>CFLAR","CFLAR"
"NM_001351593>CFLAR","CFLAR"
"NM_001351594>CFLAR","CFLAR"
"NM_001351601>INTS6L","INTS6L"
"NM_001351603>INTS6L","INTS6L"
"NM_001351604>INTS6L","INTS6L"
"NM_001351606>INTS6L","INTS6L"
"NM_001351610>POLI","POLI"
"NM_001351611>POLI","POLI"
"NM_001351612>POLI","POLI"
"NM_001351614>POLI","POLI"
"NM_001351617>POLI","POLI"
"NM_001351618>POLI","POLI"
"NM_001351619>POLI","POLI"
"NM_001351632>POLI","POLI"
"NM_001351641>PPP6R2","PPP6R2"
"NM_001351642>PPP6R2","PPP6R2"
"NM_001351643>PPP6R2","PPP6R2"
"NM_001351644>PPP6R2","PPP6R2"
"NM_001351645>PPP6R2","PPP6R2"
"NM_001351646>PPP6R2","PPP6R2"
"NM_001351647>PPP6R2","PPP6R2"
"NM_001351648>PPP6R2","PPP6R2"
"NM_001351669>ZNF100","ZNF100"
"NM_001351671>ZNF100","ZNF100"
"NM_001351675>FAM98C","FAM98C"
"NM_001351680>NOL4L","NOL4L"
"NM_001351693>PLEKHG2","PLEKHG2"
"NM_001351694>PLEKHG2","PLEKHG2"
"NM_001351695>INTS2","INTS2"
"NM_001351702>GGT7","GGT7"
"NM_001351709>TRAPPC10","TRAPPC10"
"NM_001351724>RAPGEF2","RAPGEF2"
"NM_001351726>RAPGEF2","RAPGEF2"
"NM_001351727>RAPGEF2","RAPGEF2"
"NM_001351728>RAPGEF2","RAPGEF2"
"NM_001351729>CORO7","CORO7"
"NM_001351732>ZNF660-ZNF197","ZNF660-ZNF197"
"NM_001351733>ZNF660-ZNF197","ZNF660-ZNF197"
"NM_001351736>RPUSD3","RPUSD3"
"NM_001351743>DCTD","DCTD"
"NM_001351744>DCTD","DCTD"
"NM_001351745>DCTD","DCTD"
"NM_001351748>DCTD","DCTD"
"NM_001351750>DCTD","DCTD"
"NM_001351753>DCTD","DCTD"
"NM_001351760>TRMT1","TRMT1"
"NM_001351761>TRMT1","TRMT1"
"NM_001351762>TRMT1","TRMT1"
"NM_001351773>ZNF320","ZNF320"
"NM_001351774>ZNF320","ZNF320"
"NM_001351775>ZNF320","ZNF320"
"NM_001351776>ZNF320","ZNF320"
"NM_001351777>ZNF320","ZNF320"
"NM_001351778>TCF3","TCF3"
"NM_001351779>TCF3","TCF3"
"NM_001351782>CARD8","CARD8"
"NM_001351783>CARD8","CARD8"
"NM_001351784>CARD8","CARD8"
"NM_001351786>CARD8","CARD8"
"NM_001351787>CARD8","CARD8"
"NM_001351788>CARD8","CARD8"
"NM_001351789>CARD8","CARD8"
"NM_001351790>CARD8","CARD8"
"NM_001351791>CARD8","CARD8"
"NM_001351792>CARD8","CARD8"
"NM_001351800>ABCC6","ABCC6"
"NM_001351805>ARNTL","ARNTL"
"NM_001351806>ARNTL","ARNTL"
"NM_001351807>ARNTL","ARNTL"
"NM_001351808>ARNTL","ARNTL"
"NM_001351809>ARNTL","ARNTL"
"NM_001351811>ARNTL","ARNTL"
"NM_001351812>ARNTL","ARNTL"
"NM_001351814>ARNTL","ARNTL"
"NM_001351815>ARNTL","ARNTL"
"NM_001351816>ARNTL","ARNTL"
"NM_001351819>ARNTL","ARNTL"
"NM_001351822>ARNTL","ARNTL"
"NM_001351823>ARNTL","ARNTL"
"NM_001351824>ARNTL","ARNTL"
"NM_001351834>ATM","ATM"
"NM_001351846>TELO2","TELO2"
"NM_001351850>TNRC6A","TNRC6A"
"NM_001351856>PPFIBP2","PPFIBP2"
"NM_001351938>KLHDC4","KLHDC4"
"NM_001351957>HINFP","HINFP"
"NM_001351961>HINFP","HINFP"
"NM_001351962>HINFP","HINFP"
"NM_001351969>HINFP","HINFP"
"NM_001351972>HINFP","HINFP"
"NM_001351973>CMC2","CMC2"
"NM_001351974>HINFP","HINFP"
"NM_001351976>TKFC","TKFC"
"NM_001351977>TKFC","TKFC"
"NM_001351979>TKFC","TKFC"
"NM_001351985>C11orf54","C11orf54"
"NM_001351991>C11orf54","C11orf54"
"NM_001351994>NMRAL1","NMRAL1"
"NM_001351995>NMRAL1","NMRAL1"
"NM_001352000>LOC110384692","LOC110384692"
"NM_001352025>PHF21A","PHF21A"
"NM_001352026>PHF21A","PHF21A"
"NM_001352027>PHF21A","PHF21A"
"NM_001352028>PHF21A","PHF21A"
"NM_001352029>PHF21A","PHF21A"
"NM_001352030>PHF21A","PHF21A"
"NM_001352031>PHF21A","PHF21A"
"NM_001352032>PHF21A","PHF21A"
"NM_001352033>DAZAP1","DAZAP1"
"NM_001352034>DAZAP1","DAZAP1"
"NM_001352035>DAZAP1","DAZAP1"
"NM_001352048>GALK2","GALK2"
"NM_001352051>EML2","EML2"
"NM_001352054>EML2","EML2"
"NM_001352057>MLST8","MLST8"
"NM_001352059>MLST8","MLST8"
"NM_001352060>MLST8","MLST8"
"NM_001352071>SUGP2","SUGP2"
"NM_001352078>CCDC91","CCDC91"
"NM_001352080>CCDC91","CCDC91"
"NM_001352081>CCDC91","CCDC91"
"NM_001352087>CCDC91","CCDC91"
"NM_001352088>VEZT","VEZT"
"NM_001352089>VEZT","VEZT"
"NM_001352093>VEZT","VEZT"
"NM_001352094>VEZT","VEZT"
"NM_001352097>VEZT","VEZT"
"NM_001352099>VEZT","VEZT"
"NM_001352104>VEZT","VEZT"
"NM_001352108>VEZT","VEZT"
"NM_001352110>VEZT","VEZT"
"NM_001352113>VEZT","VEZT"
"NM_001352120>ATF7IP2","ATF7IP2"
"NM_001352127>CHD9","CHD9"
"NM_001352156>CHD9","CHD9"
"NM_001352157>CHD9","CHD9"
"NM_001352158>CHD9","CHD9"
"NM_001352161>LMBR1L","LMBR1L"
"NM_001352162>LMBR1L","LMBR1L"
"NM_001352165>LMBR1L","LMBR1L"
"NM_001352166>LMBR1L","LMBR1L"
"NM_001352168>LMBR1L","LMBR1L"
"NM_001352239>ZNF333","ZNF333"
"NM_001352240>ZNF333","ZNF333"
"NM_001352241>ZNF333","ZNF333"
"NM_001352243>ZNF333","ZNF333"
"NM_001352244>ZNF333","ZNF333"
"NM_001352252>CARS2","CARS2"
"NM_001352253>CARS2","CARS2"
"NM_001352262>FUZ","FUZ"
"NM_001352265>HSH2D","HSH2D"
"NM_001352266>HSH2D","HSH2D"
"NM_001352267>RIMKLB","RIMKLB"
"NM_001352268>RIMKLB","RIMKLB"
"NM_001352272>ZNF529","ZNF529"
"NM_001352273>ZNF529","ZNF529"
"NM_001352275>RHOT2","RHOT2"
"NM_001352276>RHOT2","RHOT2"
"NM_001352278>RHOT2","RHOT2"
"NM_001352280>RHOT2","RHOT2"
"NM_001352281>RHOT2","RHOT2"
"NM_001352283>RHOT2","RHOT2"
"NM_001352287>RHOT2","RHOT2"
"NM_001352288>RHOT2","RHOT2"
"NM_001352289>RHOT2","RHOT2"
"NM_001352290>RHOT2","RHOT2"
"NM_001352291>RHOT2","RHOT2"
"NM_001352292>RHOT2","RHOT2"
"NM_001352293>RHOT2","RHOT2"
"NM_001352294>RHOT2","RHOT2"
"NM_001352298>ZNF841","ZNF841"
"NM_001352299>ZNF841","ZNF841"
"NM_001352300>TXNRD2","TXNRD2"
"NM_001352302>TXNRD2","TXNRD2"
"NM_001352305>LARP4","LARP4"
"NM_001352308>LARP4","LARP4"
"NM_001352312>LARP4","LARP4"
"NM_001352313>LARP4","LARP4"
"NM_001352314>LARP4","LARP4"
"NM_001352320>LARP4","LARP4"
"NM_001352347>PPP6R3","PPP6R3"
"NM_001352348>PPP6R3","PPP6R3"
"NM_001352350>PPP6R3","PPP6R3"
"NM_001352351>PPP6R3","PPP6R3"
"NM_001352352>PPP6R3","PPP6R3"
"NM_001352353>PPP6R3","PPP6R3"
"NM_001352354>PPP6R3","PPP6R3"
"NM_001352355>PPP6R3","PPP6R3"
"NM_001352356>PPP6R3","PPP6R3"
"NM_001352357>PPP6R3","PPP6R3"
"NM_001352358>PPP6R3","PPP6R3"
"NM_001352359>PPP6R3","PPP6R3"
"NM_001352361>PPP6R3","PPP6R3"
"NM_001352362>PPP6R3","PPP6R3"
"NM_001352363>PPP6R3","PPP6R3"
"NM_001352364>PPP6R3","PPP6R3"
"NM_001352365>PPP6R3","PPP6R3"
"NM_001352366>PPP6R3","PPP6R3"
"NM_001352368>PPP6R3","PPP6R3"
"NM_001352370>PPP6R3","PPP6R3"
"NM_001352372>PPP6R3","PPP6R3"
"NM_001352373>PPP6R3","PPP6R3"
"NM_001352374>PPP6R3","PPP6R3"
"NM_001352375>PPP6R3","PPP6R3"
"NM_001352377>PPP6R3","PPP6R3"
"NM_001352378>PPP6R3","PPP6R3"
"NM_001352381>SLC25A45","SLC25A45"
"NM_001352382>SLC25A45","SLC25A45"
"NM_001352383>SLC25A45","SLC25A45"
"NM_001352384>SLC25A45","SLC25A45"
"NM_001352385>STK4","STK4"
"NM_001352400>MSANTD2","MSANTD2"
"NM_001352410>ALG9","ALG9"
"NM_001352412>ALG9","ALG9"
"NM_001352413>ALG9","ALG9"
"NM_001352414>ALG9","ALG9"
"NM_001352419>ALG9","ALG9"
"NM_001352422>ALG9","ALG9"
"NM_001352424>RCBTB2","RCBTB2"
"NM_001352425>RCBTB2","RCBTB2"
"NM_001352426>RCBTB2","RCBTB2"
"NM_001352427>RCBTB2","RCBTB2"
"NM_001352428>RCBTB2","RCBTB2"
"NM_001352429>RCBTB2","RCBTB2"
"NM_001352434>KIZ","KIZ"
"NM_001352436>KIZ","KIZ"
"NM_001352443>ABLIM1","ABLIM1"
"NM_001352448>DCAF4","DCAF4"
"NM_001352451>ZNF133","ZNF133"
"NM_001352463>ZNF133","ZNF133"
"NM_001352469>ZNF248","ZNF248"
"NM_001352471>ZNF248","ZNF248"
"NM_001352473>ZNF248","ZNF248"
"NM_001352478>ZNF248","ZNF248"
"NM_001352483>ZNF248","ZNF248"
"NM_001352495>ZNF75A","ZNF75A"
"NM_001352496>ASNS","ASNS"
"NM_001352497>ZNF75A","ZNF75A"
"NM_001352500>RCBTB1","RCBTB1"
"NM_001352501>RCBTB1","RCBTB1"
"NM_001352502>RCBTB1","RCBTB1"
"NM_001352503>RCBTB1","RCBTB1"
"NM_001352505>RCBTB1","RCBTB1"
"NM_001352506>RCBTB1","RCBTB1"
"NM_001352507>LINS1","LINS1"
"NM_001352510>SLC19A1","SLC19A1"
"NM_001352512>SLC19A1","SLC19A1"
"NM_001352514>HLCS","HLCS"
"NM_001352515>HLCS","HLCS"
"NM_001352518>HLCS","HLCS"
"NM_001352519>NEIL1","NEIL1"
"NM_001352560>USP25","USP25"
"NM_001352561>USP25","USP25"
"NM_001352571>ACBD5","ACBD5"
"NM_001352574>ACBD5","ACBD5"
"NM_001352575>ACBD5","ACBD5"
"NM_001352576>ACBD5","ACBD5"
"NM_001352577>ACBD5","ACBD5"
"NM_001352578>ACBD5","ACBD5"
"NM_001352601>LIG4","LIG4"
"NM_001352602>LIG4","LIG4"
"NM_001352603>LIG4","LIG4"
"NM_001352604>LIG4","LIG4"
"NM_001352605>PCCA","PCCA"
"NM_001352607>PCCA","PCCA"
"NM_001352610>PCCA","PCCA"
"NM_001352611>PCCA","PCCA"
"NM_001352614>MEF2A","MEF2A"
"NM_001352615>MEF2A","MEF2A"
"NM_001352616>MEF2A","MEF2A"
"NM_001352617>MEF2A","MEF2A"
"NM_001352618>MEF2A","MEF2A"
"NM_001352632>PCM1","PCM1"
"NM_001352633>PCM1","PCM1"
"NM_001352634>PCM1","PCM1"
"NM_001352635>PCM1","PCM1"
"NM_001352636>PCM1","PCM1"
"NM_001352637>PCM1","PCM1"
"NM_001352639>PCM1","PCM1"
"NM_001352640>PCM1","PCM1"
"NM_001352641>PCM1","PCM1"
"NM_001352643>PCM1","PCM1"
"NM_001352644>PCM1","PCM1"
"NM_001352646>PCM1","PCM1"
"NM_001352647>PCM1","PCM1"
"NM_001352649>PCM1","PCM1"
"NM_001352650>PCM1","PCM1"
"NM_001352651>PCM1","PCM1"
"NM_001352652>PCM1","PCM1"
"NM_001352653>PCM1","PCM1"
"NM_001352654>PCM1","PCM1"
"NM_001352655>PCM1","PCM1"
"NM_001352658>PCM1","PCM1"
"NM_001352659>PCM1","PCM1"
"NM_001352668>NUCB2","NUCB2"
"NM_001352669>NUCB2","NUCB2"
"NM_001352670>NUCB2","NUCB2"
"NM_001352680>TMEM18","TMEM18"
"NM_001352681>TMEM18","TMEM18"
"NM_001352685>IL16","IL16"
"NM_001352686>IL16","IL16"
"NM_001352687>SMIM30","SMIM30"
"NM_001352688>SMIM30","SMIM30"
"NM_001352693>SLC39A11","SLC39A11"
"NM_001352694>PTK2","PTK2"
"NM_001352718>PTK2","PTK2"
"NM_001352719>PTK2","PTK2"
"NM_001352720>PTK2","PTK2"
"NM_001352725>PTK2","PTK2"
"NM_001352741>PTK2","PTK2"
"NM_001352762>RBM23","RBM23"
"NM_001352763>RBM23","RBM23"
"NM_001352764>RBM23","RBM23"
"NM_001352765>RBM23","RBM23"
"NM_001352766>RBM23","RBM23"
"NM_001352773>JUP","JUP"
"NM_001352774>JUP","JUP"
"NM_001352775>JUP","JUP"
"NM_001352776>JUP","JUP"
"NM_001352777>JUP","JUP"
"NM_001352778>TACC1","TACC1"
"NM_001352779>TACC1","TACC1"
"NM_001352780>TACC1","TACC1"
"NM_001352781>TACC1","TACC1"
"NM_001352782>TACC1","TACC1"
"NM_001352783>TACC1","TACC1"
"NM_001352784>TACC1","TACC1"
"NM_001352785>TACC1","TACC1"
"NM_001352787>TACC1","TACC1"
"NM_001352788>TACC1","TACC1"
"NM_001352789>TACC1","TACC1"
"NM_001352790>TACC1","TACC1"
"NM_001352791>TACC1","TACC1"
"NM_001352792>TACC1","TACC1"
"NM_001352793>TACC1","TACC1"
"NM_001352794>TACC1","TACC1"
"NM_001352795>TACC1","TACC1"
"NM_001352796>TACC1","TACC1"
"NM_001352797>TACC1","TACC1"
"NM_001352798>TACC1","TACC1"
"NM_001352799>TACC1","TACC1"
"NM_001352801>TACC1","TACC1"
"NM_001352802>TACC1","TACC1"
"NM_001352803>TACC1","TACC1"
"NM_001352804>TACC1","TACC1"
"NM_001352820>SLC25A29","SLC25A29"
"NM_001352821>SLC25A29","SLC25A29"
"NM_001352822>SLC25A29","SLC25A29"
"NM_001352824>D2HGDH","D2HGDH"
"NM_001352825>PLEKHM1","PLEKHM1"
"NM_001352890>DENND3","DENND3"
"NM_001352891>DENND3","DENND3"
"NM_001352892>SP140L","SP140L"
"NM_001352893>SP140L","SP140L"
"NM_001352894>SP140L","SP140L"
"NM_001352899>ARSG","ARSG"
"NM_001352900>ARSG","ARSG"
"NM_001352901>ARSG","ARSG"
"NM_001352902>ARSG","ARSG"
"NM_001352905>ARSG","ARSG"
"NM_001352906>ARSG","ARSG"
"NM_001352907>ARSG","ARSG"
"NM_001352910>ARSG","ARSG"
"NM_001352912>PPP2R5C","PPP2R5C"
"NM_001352913>PPP2R5C","PPP2R5C"
"NM_001352914>PPP2R5C","PPP2R5C"
"NM_001352915>PPP2R5C","PPP2R5C"
"NM_001352916>PPP2R5C","PPP2R5C"
"NM_001352917>PUM2","PUM2"
"NM_001352918>PUM2","PUM2"
"NM_001352919>PUM2","PUM2"
"NM_001352920>PUM2","PUM2"
"NM_001352921>SGSH","SGSH"
"NM_001352922>SGSH","SGSH"
"NM_001352923>PUM2","PUM2"
"NM_001352925>PUM2","PUM2"
"NM_001352926>PUM2","PUM2"
"NM_001352927>PUM2","PUM2"
"NM_001352928>PUM2","PUM2"
"NM_001352929>PUM2","PUM2"
"NM_001352930>PUM2","PUM2"
"NM_001352931>SPIDR","SPIDR"
"NM_001352932>SPIDR","SPIDR"
"NM_001352933>SPIDR","SPIDR"
"NM_001352934>SPIDR","SPIDR"
"NM_001352935>SPIDR","SPIDR"
"NM_001352940>SPIDR","SPIDR"
"NM_001352942>SPIDR","SPIDR"
"NM_001352949>SPIDR","SPIDR"
"NM_001352955>SPIDR","SPIDR"
"NM_001352958>SPIDR","SPIDR"
"NM_001352959>SPIDR","SPIDR"
"NM_001352960>SPIDR","SPIDR"
"NM_001352961>SPIDR","SPIDR"
"NM_001352962>C12orf4","C12orf4"
"NM_001352964>DENND1A","DENND1A"
"NM_001352965>DENND1A","DENND1A"
"NM_001352967>DENND1A","DENND1A"
"NM_001352977>OXNAD1","OXNAD1"
"NM_001352978>OXNAD1","OXNAD1"
"NM_001352982>OXNAD1","OXNAD1"
"NM_001352999>KYAT1","KYAT1"
"NM_001352>DBP","DBP"
"NM_001353001>TPRA1","TPRA1"
"NM_001353003>TPRA1","TPRA1"
"NM_001353005>TPRA1","TPRA1"
"NM_001353009>SCAPER","SCAPER"
"NM_001353011>SCAPER","SCAPER"
"NM_001353012>SCAPER","SCAPER"
"NM_001353018>MFSD11","MFSD11"
"NM_001353050>CDC27","CDC27"
"NM_001353051>CDC27","CDC27"
"NM_001353053>GSN","GSN"
"NM_001353054>GSN","GSN"
"NM_001353055>GSN","GSN"
"NM_001353057>GSN","GSN"
"NM_001353059>GSN","GSN"
"NM_001353060>GSN","GSN"
"NM_001353061>GSN","GSN"
"NM_001353062>GSN","GSN"
"NM_001353063>GSN","GSN"
"NM_001353067>GSN","GSN"
"NM_001353075>GSN","GSN"
"NM_001353076>GSN","GSN"
"NM_001353077>GSN","GSN"
"NM_001353078>GSN","GSN"
"NM_001353082>TRIM37","TRIM37"
"NM_001353083>TRIM37","TRIM37"
"NM_001353084>TRIM37","TRIM37"
"NM_001353085>TRIM37","TRIM37"
"NM_001353086>TRIM37","TRIM37"
"NM_001353094>PCID2","PCID2"
"NM_001353095>PCID2","PCID2"
"NM_001353098>PRPSAP2","PRPSAP2"
"NM_001353100>PRPSAP2","PRPSAP2"
"NM_001353101>PRPSAP2","PRPSAP2"
"NM_001353102>PRPSAP2","PRPSAP2"
"NM_001353105>PRPSAP2","PRPSAP2"
"NM_001353106>PRPSAP2","PRPSAP2"
"NM_001353107>PRPSAP2","PRPSAP2"
"NM_001353108>CEP63","CEP63"
"NM_001353109>CEP63","CEP63"
"NM_001353114>GOSR2","GOSR2"
"NM_001353115>GOSR2","GOSR2"
"NM_001353117>CEP63","CEP63"
"NM_001353118>CEP63","CEP63"
"NM_001353120>CEP63","CEP63"
"NM_001353123>CEP63","CEP63"
"NM_001353125>CEP63","CEP63"
"NM_001353126>CEP63","CEP63"
"NM_001353130>PBX1","PBX1"
"NM_001353134>XAF1","XAF1"
"NM_001353135>XAF1","XAF1"
"NM_001353136>XAF1","XAF1"
"NM_001353137>XAF1","XAF1"
"NM_001353138>XAF1","XAF1"
"NM_001353139>XAF1","XAF1"
"NM_001353140>XAF1","XAF1"
"NM_001353145>BCAS3","BCAS3"
"NM_001353147>CCDC66","CCDC66"
"NM_001353148>CCDC66","CCDC66"
"NM_001353150>CCDC66","CCDC66"
"NM_001353151>CCDC66","CCDC66"
"NM_001353152>CCDC66","CCDC66"
"NM_001353154>CCDC66","CCDC66"
"NM_001353155>CCDC66","CCDC66"
"NM_001353156>CCDC66","CCDC66"
"NM_001353157>ZMYM2","ZMYM2"
"NM_001353159>ZMYM2","ZMYM2"
"NM_001353160>CCDC66","CCDC66"
"NM_001353161>ZMYM2","ZMYM2"
"NM_001353162>ZMYM2","ZMYM2"
"NM_001353163>ZMYM2","ZMYM2"
"NM_001353164>ZMYM2","ZMYM2"
"NM_001353165>ZMYM2","ZMYM2"
"NM_001353176>TMUB2","TMUB2"
"NM_001353177>TMUB2","TMUB2"
"NM_001353178>TMUB2","TMUB2"
"NM_001353180>TMUB2","TMUB2"
"NM_001353181>TMUB2","TMUB2"
"NM_001353182>TMUB2","TMUB2"
"NM_001353186>TMUB2","TMUB2"
"NM_001353187>TMUB2","TMUB2"
"NM_001353188>TMUB2","TMUB2"
"NM_001353189>TMUB2","TMUB2"
"NM_001353190>TMUB2","TMUB2"
"NM_001353191>TMUB2","TMUB2"
"NM_001353196>POMT1","POMT1"
"NM_001353197>POMT1","POMT1"
"NM_001353198>POMT1","POMT1"
"NM_001353199>POMT1","POMT1"
"NM_001353200>POMT1","POMT1"
"NM_001353202>CNTROB","CNTROB"
"NM_001353204>CNTROB","CNTROB"
"NM_001353205>CNTROB","CNTROB"
"NM_001353207>CNTROB","CNTROB"
"NM_001353209>CNTROB","CNTROB"
"NM_001353210>DYM","DYM"
"NM_001353211>DYM","DYM"
"NM_001353229>FLCN","FLCN"
"NM_001353230>FLCN","FLCN"
"NM_001353231>FLCN","FLCN"
"NM_001353242>FAM49B","FAM49B"
"NM_001353243>FAM49B","FAM49B"
"NM_001353245>FAM49B","FAM49B"
"NM_001353246>FAM49B","FAM49B"
"NM_001353247>FAM49B","FAM49B"
"NM_001353248>FAM49B","FAM49B"
"NM_001353249>FAM49B","FAM49B"
"NM_001353250>FAM49B","FAM49B"
"NM_001353252>FAM49B","FAM49B"
"NM_001353253>FAM49B","FAM49B"
"NM_001353254>FAM49B","FAM49B"
"NM_001353255>FAM49B","FAM49B"
"NM_001353256>FAM49B","FAM49B"
"NM_001353257>FAM49B","FAM49B"
"NM_001353258>FAM49B","FAM49B"
"NM_001353260>FAM49B","FAM49B"
"NM_001353261>FAM49B","FAM49B"
"NM_001353262>FAM49B","FAM49B"
"NM_001353263>FAM49B","FAM49B"
"NM_001353266>FAM49B","FAM49B"
"NM_001353270>FAM49B","FAM49B"
"NM_001353271>FAM49B","FAM49B"
"NM_001353272>FAM49B","FAM49B"
"NM_001353273>FAM49B","FAM49B"
"NM_001353274>FAM49B","FAM49B"
"NM_001353276>FAM49B","FAM49B"
"NM_001353277>FAM49B","FAM49B"
"NM_001353278>FAM49B","FAM49B"
"NM_001353279>FAM49B","FAM49B"
"NM_001353280>FAM49B","FAM49B"
"NM_001353281>FAM49B","FAM49B"
"NM_001353284>FAM49B","FAM49B"
"NM_001353285>FAM49B","FAM49B"
"NM_001353287>FAM49B","FAM49B"
"NM_001353288>FAM49B","FAM49B"
"NM_001353291>FAM49B","FAM49B"
"NM_001353293>FAM49B","FAM49B"
"NM_001353303>FAM49B","FAM49B"
"NM_001353306>FAM49B","FAM49B"
"NM_001353316>FAM49B","FAM49B"
"NM_001353330>TMEM273","TMEM273"
"NM_001353331>TMEM273","TMEM273"
"NM_001353345>SETD1B","SETD1B"
"NM_001353346>ENO1","ENO1"
"NM_001353353>CYB5RL","CYB5RL"
"NM_001353354>CYB5RL","CYB5RL"
"NM_001353366>NOM1","NOM1"
"NM_001353372>ZNF879","ZNF879"
"NM_001353374>ZNF879","ZNF879"
"NM_001353402>NDUFAF8","NDUFAF8"
"NM_001353403>NDUFAF8","NDUFAF8"
"NM_001353405>ZNF416","ZNF416"
"NM_001353418>GRAPL","GRAPL"
"NM_001353438>SHISA8","SHISA8"
"NM_001353457>ZNF665","ZNF665"
"NM_001353475>UCKL1","UCKL1"
"NM_001353477>UCKL1","UCKL1"
"NM_001353480>UCKL1","UCKL1"
"NM_001353482>UCKL1","UCKL1"
"NM_001353497>ASNSD1","ASNSD1"
"NM_001353510>INTS10","INTS10"
"NM_001353512>INTS10","INTS10"
"NM_001353528>ZNF532","ZNF532"
"NM_001353531>ZNF532","ZNF532"
"NM_001353538>ZNF532","ZNF532"
"NM_001353546>ZNF853","ZNF853"
"NM_001353549>ZNF44","ZNF44"
"NM_001353550>ZNF44","ZNF44"
"NM_001353551>ZNF44","ZNF44"
"NM_001353552>ZNF44","ZNF44"
"NM_001353553>ZNF44","ZNF44"
"NM_001353566>IFT88","IFT88"
"NM_001353572>IFT88","IFT88"
"NM_001353579>IFT88","IFT88"
"NM_001353592>ABCD4","ABCD4"
"NM_001353593>ABCD4","ABCD4"
"NM_001353594>ABCD4","ABCD4"
"NM_001353598>ABCD4","ABCD4"
"NM_001353599>ABCD4","ABCD4"
"NM_001353600>ABCD4","ABCD4"
"NM_001353601>ABCD4","ABCD4"
"NM_001353607>ABCD4","ABCD4"
"NM_001353610>ABCD4","ABCD4"
"NM_001353623>C12orf49","C12orf49"
"NM_001353624>C12orf49","C12orf49"
"NM_001353625>C12orf49","C12orf49"
"NM_001353629>N4BP2L1","N4BP2L1"
"NM_001353633>N4BP2L1","N4BP2L1"
"NM_001353635>N4BP2L1","N4BP2L1"
"NM_001353637>N4BP2L1","N4BP2L1"
"NM_001353641>NADK","NADK"
"NM_001353642>NADK","NADK"
"NM_001353644>UPF3A","UPF3A"
"NM_001353645>UPF3A","UPF3A"
"NM_001353647>UPF3A","UPF3A"
"NM_001353648>UPF3A","UPF3A"
"NM_001353650>UPF3A","UPF3A"
"NM_001353652>UPF3A","UPF3A"
"NM_001353656>WDR20","WDR20"
